,Player,Team,Wk,Run Att,Run Yd,Run TD,Target,Rec,Rec Yd,Rec TD,Opp,Points,Game played,Season
46,DeAngelo Williams,PIT,12,0,0,0,0,0,0,0,IND,0.0,0,2016
47,DeMarco Murray,TEN,12,17,43,0,5,5,41,0,CHI,8.4,1,2016
48,Denard Robinson,JAC,12,13,39,0,0,0,0,0,BUF,3.9,1,2016
49,Derek Watt,SD,12,0,0,0,0,0,0,0,HOU,0.0,0,2016
50,Derrick Henry,TEN,12,8,60,1,0,0,0,0,CHI,12.0,1,2016
51,Devonta Freeman,ATL,12,16,60,2,3,2,17,0,ARI,19.7,1,2016
52,Devontae Booker,DEN,12,24,79,0,2,1,22,0,KC,10.1,1,2016
53,Dexter McCluster,SD,12,0,0,0,0,0,0,0,HOU,0.0,0,2016
54,Dion Lewis,NE,12,6,24,0,7,4,34,0,NYJ,5.8,1,2016
55,Don Jackson,GB,12,0,0,0,0,0,0,0,PHI,0.0,0,2016
56,Doug Martin,TB,12,23,87,0,2,2,3,0,SEA,9.0,1,2016
57,DuJuan Harris,SF,12,2,15,0,0,0,0,0,MIA,1.5,1,2016
58,Duke Johnson,CLE,12,5,14,0,5,3,26,0,NYG,4.0,1,2016
59,Dwayne Washington,DET,12,5,19,0,0,0,0,0,MIN,1.9,1,2016
60,Eddie Lacy,GB,12,0,0,0,0,0,0,0,PHI,0.0,0,2016
61,Ezekiel Elliott,DAL,12,20,97,2,2,2,23,0,WAS,24.0,1,2016
62,Fitzgerald Toussaint,PIT,12,6,28,0,0,0,0,0,IND,2.8,1,2016
63,Fozzy Whittaker,CAR,12,4,14,0,2,0,0,0,OAK,1.4,1,2016
64,Frank Gore,IND,12,15,28,0,1,1,3,0,PIT,3.1,1,2016
65,George Atkinson,CLE,12,0,0,0,0,0,0,0,NYG,0.0,0,2016
66,George Farmer,SEA,12,0,0,0,2,1,4,0,TB,0.4,1,2016
67,Giovani Bernard,CIN,12,0,0,0,0,0,0,0,BAL,0.0,0,2016
68,Isaiah Crowell,CLE,12,16,44,0,7,6,47,0,NYG,9.1,1,2016
69,Isaiah Pead,MIA,12,0,0,0,0,0,0,0,SF,0.0,0,2016
70,J.D. McKissic,SEA,12,0,0,0,0,0,0,0,TB,0.0,0,2016
71,Jacquizz Rodgers,TB,12,0,0,0,0,0,0,0,SEA,0.0,0,2016
72,Jalen Richard,OAK,12,7,23,0,0,0,0,0,CAR,2.3,1,2016
73,Jalston Fowler,TEN,12,0,0,0,0,0,0,0,CHI,0.0,0,2016
74,Jamaal Charles,KC,12,0,0,0,0,0,0,0,DEN,0.0,0,2016
75,James Develin,NE,12,0,0,0,2,1,5,0,NYJ,0.5,1,2016
76,James Starks,GB,12,17,41,0,5,5,27,0,PHI,6.8,1,2016
77,James White,NE,12,0,0,0,9,4,22,0,NYJ,2.2,1,2016
78,Jamize Olawale,OAK,12,0,0,0,1,1,8,0,CAR,0.8,1,2016
79,Javorius Allen,BAL,12,0,0,0,0,0,0,0,CIN,0.0,0,2016
80,Jay Ajayi,MIA,12,18,45,1,2,1,11,0,SF,11.6,1,2016
81,Jay Prosch,HOU,12,0,0,0,0,0,0,0,SD,0.0,0,2016
82,Jeremy Hill,CIN,12,12,21,0,6,6,61,0,BAL,8.2,1,2016
83,Jeremy Langford,CHI,12,1,5,0,2,0,0,0,TEN,0.5,1,2016
84,Jerick McKinnon,MIN,12,9,31,0,3,3,45,0,DET,7.6,1,2016
85,Jerome Felton,BUF,12,0,0,0,0,0,0,0,JAC,0.0,0,2016
86,Joe Banyard,JAC,12,0,0,0,0,0,0,0,BUF,0.0,0,2016
87,Joe Kerridge,GB,12,0,0,0,0,0,0,0,PHI,0.0,0,2016
88,John Kuhn,NO,12,1,4,0,1,1,3,0,KC,0.7,1,2016
89,Joique Bell,DET,12,0,0,0,0,0,0,0,MIN,0.0,0,2016
90,Jonathan Grimes,HOU,12,2,14,0,0,0,0,0,SD,1.4,1,2016
91,Jonathan Stewart,CAR,12,17,96,2,1,0,0,0,OAK,21.6,1,2016
92,Jonathan Williams,BUF,12,3,12,0,1,0,0,0,JAC,1.2,1,2016
93,Jordan Howard,CHI,12,18,84,0,5,3,43,0,TEN,12.7,1,2016
94,Jordan Todman,IND,12,3,37,0,0,0,0,0,PIT,3.7,1,2016
95,Josh Ferguson,IND,12,0,0,0,0,0,0,0,PIT,0.0,0,2016
96,Justin Forsett,DEN,12,0,0,0,0,0,0,0,KC,0.0,0,2016
97,Juwan Thompson,DEN,12,0,0,0,0,0,0,0,KC,0.0,0,2016
98,Ka'Deem Carey,CHI,12,1,6,0,1,1,12,0,TEN,1.8,1,2016
99,Kapri Bibbs,DEN,12,9,22,0,0,0,0,0,KC,2.2,1,2016
100,Kenjon Barner,PHI,12,1,2,0,1,1,10,0,GB,1.2,1,2016
101,Kenneth Dixon,BAL,12,13,49,0,4,4,31,0,CIN,8.0,1,2016
102,Kenneth Farrow,SD,12,1,-3,0,0,0,0,0,HOU,-0.3,1,2016
103,Kenyan Drake,MIA,12,1,9,0,0,0,0,0,SF,0.9,1,2016
104,Kerwynn Williams,ARI,12,0,0,0,0,0,0,0,ATL,0.0,0,2016
105,Khiry Robinson,NYJ,12,0,0,0,0,0,0,0,NE,0.0,0,2016
106,Knile Davis,KC,12,3,6,0,0,0,0,0,DEN,0.6,1,2016
107,Kyle Juszczyk,BAL,12,0,0,0,5,3,18,0,CIN,1.8,1,2016
108,Lamar Miller,HOU,12,19,57,0,4,3,18,0,SD,7.5,1,2016
109,Lance Dunbar,DAL,12,0,0,0,1,1,1,0,WAS,0.1,1,2016
110,Latavius Murray,OAK,12,19,45,1,4,3,43,0,CAR,14.8,1,2016
111,Le'Veon Bell,PIT,12,23,120,1,5,4,22,0,IND,20.2,1,2016
112,LeGarrette Blount,NE,12,11,67,0,1,0,0,0,NYJ,6.7,1,2016
113,LeSean McCoy,BUF,12,19,103,2,2,2,31,0,JAC,25.4,1,2016
114,Lorenzo Taliaferro,BAL,12,0,0,0,0,0,0,0,CIN,0.0,0,2016
115,Mack Brown,WAS,12,0,0,0,0,0,0,0,DAL,0.0,0,2016
116,Malcolm Brown,LAR,12,3,9,0,0,0,0,0,bye,0.9,1,2016
117,Marcel Reece,SEA,12,0,0,0,0,0,0,0,TB,0.0,0,2016
118,Marcus Murphy,NO,12,0,0,0,0,0,0,0,KC,0.0,0,2016
119,Mark Ingram,NO,12,14,146,1,2,1,21,1,KC,28.7,1,2016
120,Matt Asiata,MIN,12,5,27,1,3,3,14,0,DET,10.1,1,2016
121,Matt Forte,NYJ,12,13,27,0,4,3,23,0,NE,5.0,1,2016
122,Matt Jones,WAS,12,0,0,0,0,0,0,0,DAL,0.0,0,2016
123,Melvin Gordon,SD,12,17,70,0,4,4,19,0,HOU,8.9,1,2016
124,Michael Burton,DET,12,0,0,0,0,0,0,0,MIN,0.0,0,2016
125,Mike Davis,SF,12,0,0,0,0,0,0,0,MIA,0.0,0,2016
126,Mike Gillislee,BUF,12,0,0,0,0,0,0,0,JAC,0.0,0,2016
127,Mike James,TB,12,0,0,0,0,0,0,0,SEA,0.0,0,2016
128,Mike Tolbert,CAR,12,0,0,0,2,2,14,0,OAK,1.4,1,2016
129,Orleans Darkwa,NYG,12,0,0,0,0,0,0,0,CLE,0.0,0,2016
130,Patrick DiMarco,ATL,12,0,0,0,1,0,0,0,ARI,0.0,1,2016
131,Paul Lasike,CHI,12,0,0,0,0,0,0,0,TEN,0.0,0,2016
132,Paul Perkins,NYG,12,9,29,0,2,2,14,0,CLE,4.3,1,2016
133,Peyton Barber,TB,12,5,16,0,1,1,4,0,SEA,2.0,1,2016
134,Raheem Mostert,SF,12,0,0,0,0,0,0,0,MIA,0.0,0,2016
135,Rashad Jennings,NYG,12,15,55,0,2,2,4,0,CLE,5.9,1,2016
136,Reggie Bush,BUF,12,0,0,0,0,0,0,0,JAC,0.0,0,2016
137,Rex Burkhead,CIN,12,5,29,0,2,2,19,0,BAL,4.8,1,2016
138,Rob Kelley,WAS,12,14,37,0,2,2,5,0,DAL,4.2,1,2016
139,Robert Turbin,IND,12,2,20,0,3,2,-2,0,PIT,1.8,1,2016
140,Rod Smith,DAL,12,0,0,0,0,0,0,0,WAS,0.0,0,2016
141,Ronnie Hillman,SD,12,0,0,0,0,0,0,0,HOU,0.0,0,2016
142,Roosevelt Nix,PIT,12,0,0,0,0,0,0,0,IND,0.0,0,2016
143,Ryan Mathews,PHI,12,0,0,0,0,0,0,0,GB,0.0,0,2016
144,Shane Vereen,NYG,12,0,0,0,0,0,0,0,CLE,0.0,0,2016
145,Shaun Draughn,SF,12,0,0,0,6,6,49,0,MIA,4.9,1,2016
146,Spencer Ware,KC,12,17,64,0,2,2,32,0,DEN,9.6,1,2016
147,Stepfan Taylor,ARI,12,0,0,0,0,0,0,0,ATL,0.0,0,2016
148,Stevan Ridley,ATL,12,0,0,0,0,0,0,0,ARI,0.0,0,2016
149,T.J. Yeldon,JAC,12,6,17,0,2,1,3,0,BUF,2.0,1,2016
150,Taiwan Jones,OAK,12,0,0,0,1,1,15,0,CAR,1.5,1,2016
151,Terrance West,BAL,12,13,48,0,4,3,16,0,CIN,6.4,1,2016
152,Terrell Watson,PHI,12,0,0,0,0,0,0,0,GB,0.0,0,2016
153,Terrence Magee,SEA,12,0,0,0,0,0,0,0,TB,0.0,0,2016
154,Terron Ward,ATL,12,0,0,0,0,0,0,0,ARI,0.0,0,2016
155,Tevin Coleman,ATL,12,8,9,1,2,2,4,0,ARI,7.3,1,2016
156,Theo Riddick,DET,12,9,45,0,5,5,13,0,MIN,5.8,1,2016
157,Thomas Rawls,SEA,12,12,38,0,1,0,0,0,TB,3.8,1,2016
158,Tim Hightower,NO,12,15,51,0,2,2,54,1,KC,16.5,1,2016
159,Todd Gurley,LAR,12,13,50,0,4,4,39,0,bye,8.9,1,2016
160,Travaris Cadet,NO,12,0,0,0,0,0,0,0,KC,0.0,0,2016
161,Troymaine Pope,SEA,12,0,0,0,0,0,0,0,TB,0.0,0,2016
162,Ty Montgomery,GB,12,1,2,0,2,2,12,0,PHI,1.4,1,2016
163,Tyler Ervin,HOU,12,0,0,0,0,0,0,0,SD,0.0,0,2016
164,Wendell Smallwood,PHI,12,9,37,0,1,1,10,0,GB,4.7,1,2016
165,Will Tukuafu,SEA,12,1,0,0,0,0,0,0,TB,0.0,1,2016
166,Zach Line,MIN,12,1,2,0,0,0,0,0,DET,0.2,1,2016
167,Zach Zenner,DET,12,1,0,0,0,0,0,0,MIN,0.0,1,2016
0,Aaron Ripkowski,GB,13,3,14,1,1,1,4,0,HOU,7.8,1,2016
1,Adrian Peterson,MIN,13,0,0,0,0,0,0,0,DAL,0.0,0,2016
2,Akeem Hunt,HOU,13,0,0,0,0,0,0,0,GB,0.0,0,2016
3,Alex Collins,SEA,13,0,0,0,0,0,0,0,CAR,0.0,0,2016
4,Alfred Blue,HOU,13,5,38,0,2,2,3,0,GB,4.1,1,2016
5,Alfred Morris,DAL,13,1,11,0,0,0,0,0,MIN,1.1,1,2016
6,Ameer Abdullah,DET,13,0,0,0,0,0,0,0,NO,0.0,0,2016
7,Andre Ellington,ARI,13,5,5,0,2,1,10,0,WAS,1.5,1,2016
8,Andre Williams,SD,13,0,0,0,0,0,0,0,TB,0.0,0,2016
9,Andy Janovich,DEN,13,0,0,0,0,0,0,0,JAC,0.0,0,2016
10,Anthony Sherman,KC,13,0,0,0,0,0,0,0,ATL,0.0,0,2016
11,Antone Smith,TB,13,0,0,0,0,0,0,0,SD,0.0,0,2016
12,Antonio Andrews,TEN,13,0,0,0,0,0,0,0,bye,0.0,0,2016
13,Arian Foster,MIA,13,0,0,0,0,0,0,0,BAL,0.0,0,2016
14,Benny Cunningham,LAR,13,1,-1,0,0,0,0,0,bye,-0.1,1,2016
15,Bilal Powell,NYJ,13,1,3,0,1,0,0,0,IND,0.3,1,2016
16,Bobby Rainey,NYG,13,0,0,0,0,0,0,0,PIT,0.0,0,2016
17,Brandon Bolden,NE,13,0,0,0,0,0,0,0,KC,0.0,0,2016
18,Brandon Burks,NYJ,13,0,0,0,0,0,0,0,IND,0.0,0,2016
19,Brandon Wilds,NYJ,13,0,0,0,0,0,0,0,IND,0.0,0,2016
20,Bronson Hill,JAC,13,0,0,0,0,0,0,0,DEN,0.0,0,2016
