,Player,Team,Wk,Run Att,Run Yd,Run TD,Target,Rec,Rec Yd,Rec TD,Opp,Points,Game played,Season
34,Chris Thompson,WAS,16,0,0,0,3,3,5,0,PHI,0.5,1,2014
35,Christine Michael,SEA,16,8,28,0,0,0,0,0,ARI,2.8,1,2014
36,Cyrus Gray,KC,16,0,0,0,0,0,0,0,PIT,0.0,0,2014
37,Damien Williams,MIA,16,3,18,0,6,6,50,1,MIN,12.8,1,2014
38,Dan Herron,IND,16,7,3,0,4,3,37,0,DAL,4.0,1,2014
39,Daniel Thomas,MIA,16,0,0,0,0,0,0,0,MIN,0.0,0,2014
40,Danny Woodhead,SD,16,0,0,0,0,0,0,0,SF,0.0,0,2014
41,Darrel Young,WAS,16,2,2,2,1,1,3,0,PHI,12.5,1,2014
42,Darren McFadden,OAK,16,9,54,0,2,1,0,0,BUF,5.4,1,2014
43,Darren Sproles,PHI,16,4,24,0,9,6,43,0,WAS,6.7,1,2014
44,Darrin Reaves,CAR,16,0,0,0,0,0,0,0,CLE,0.0,0,2014
45,DeAngelo Williams,CAR,16,0,0,0,0,0,0,0,CLE,0.0,0,2014
46,DeMarco Murray,DAL,16,22,58,1,0,0,0,0,IND,11.8,1,2014
47,Denard Robinson,JAC,16,0,0,0,0,0,0,0,TEN,0.0,0,2014
48,Derrick Coleman,SEA,16,0,0,0,0,0,0,0,ARI,0.0,0,2014
49,Devonta Freeman,ATL,16,5,36,1,4,3,48,0,NO,14.4,1,2014
50,Dexter McCluster,TEN,16,0,0,0,0,0,0,0,JAC,0.0,0,2014
51,Donald Brown,SD,16,4,12,0,3,1,4,0,SF,1.6,1,2014
52,Doug Martin,TB,16,10,17,0,1,0,0,0,GB,1.7,1,2014
53,Dri Archer,PIT,16,0,0,0,0,0,0,0,KC,0.0,0,2014
54,DuJuan Harris,GB,16,0,0,0,0,0,0,0,TB,0.0,0,2014
55,Eddie Lacy,GB,16,17,99,1,1,1,5,0,TB,16.4,1,2014
56,Edwin Baker,NO,16,0,0,0,0,0,0,0,ATL,0.0,0,2014
57,Erik Lorig,NO,16,0,0,0,0,0,0,0,ATL,0.0,0,2014
58,Fitzgerald Toussaint,BAL,16,4,11,0,5,2,20,0,HOU,3.1,1,2014
59,Fozzy Whittaker,CAR,16,1,5,0,0,0,0,0,CLE,0.5,1,2014
60,Frank Gore,SF,16,26,158,1,0,0,0,0,SD,21.8,1,2014
61,Frank Summers,BUF,16,0,0,0,0,0,0,0,OAK,0.0,0,2014
62,Fred Jackson,BUF,16,6,10,0,12,9,93,0,OAK,10.3,1,2014
63,George Winn,DET,16,1,5,0,0,0,0,0,CHI,0.5,1,2014
64,Giovani Bernard,CIN,16,8,36,0,5,5,45,1,DEN,14.1,1,2014
65,Henry Hynoski,NYG,16,0,0,0,0,0,0,0,STL,0.0,0,2014
66,Isaiah Crowell,CLE,16,16,55,0,0,0,0,0,CAR,5.5,1,2014
67,Jackie Battle,TEN,16,0,0,0,0,0,0,0,JAC,0.0,0,2014
68,Jacquizz Rodgers,ATL,16,11,29,0,2,1,3,0,NO,3.2,1,2014
69,Jalen Parmele,ARI,16,0,0,0,0,0,0,0,SEA,0.0,0,2014
70,Jamaal Charles,KC,16,9,29,0,7,5,48,0,PIT,7.7,1,2014
71,James Develin,NE,16,0,0,0,0,0,0,0,NYJ,0.0,0,2014
72,James Starks,GB,16,7,3,0,5,4,22,0,TB,2.5,1,2014
73,James White,NE,16,0,0,0,0,0,0,0,NYJ,0.0,0,2014
74,Jamize Olawale,OAK,16,0,0,0,1,1,1,1,BUF,6.1,1,2014
75,Jay Prosch,HOU,16,0,0,0,1,0,0,0,BAL,0.0,1,2014
76,Jed Collins,DET,16,1,3,0,1,0,0,0,CHI,0.3,1,2014
77,Jeremy Hill,CIN,16,22,147,1,0,0,0,0,DEN,20.7,1,2014
78,Jeremy Stewart,DEN,16,0,0,0,0,0,0,0,CIN,0.0,0,2014
79,Jerick McKinnon,MIN,16,0,0,0,0,0,0,0,MIA,0.0,0,2014
80,Jerome Felton,MIN,16,0,0,0,0,0,0,0,MIA,0.0,0,2014
81,Joe Banyard,MIN,16,5,23,0,3,2,9,0,MIA,3.2,1,2014
82,Joe McKnight,KC,16,0,0,0,0,0,0,0,PIT,0.0,0,2014
83,John Conner,NYG,16,1,2,0,1,1,26,0,STL,2.8,1,2014
84,John Kuhn,GB,16,4,22,0,0,0,0,0,TB,2.2,1,2014
85,Joique Bell,DET,16,13,74,1,3,2,13,0,CHI,14.7,1,2014
86,Jonas Gray,NE,16,6,5,1,1,0,0,0,NYJ,6.5,1,2014
87,Jonathan Dwyer,ARI,16,0,0,0,0,0,0,0,SEA,0.0,0,2014
88,Jonathan Grimes,HOU,16,1,2,0,0,0,0,0,BAL,0.2,1,2014
89,Jonathan Stewart,CAR,16,24,122,0,4,2,7,1,CLE,18.9,1,2014
90,Jordan Todman,JAC,16,5,71,1,3,2,5,0,TEN,13.6,1,2014
91,Jorvorskie Lane,TB,16,0,0,0,0,0,0,0,GB,0.0,0,2014
92,Joseph Randle,DAL,16,13,37,0,1,1,7,0,IND,4.4,1,2014
93,Josh Harris,PIT,16,0,0,0,0,0,0,0,KC,0.0,0,2014
94,Justin Forsett,BAL,16,10,19,0,4,4,13,0,HOU,3.2,1,2014
95,Juwan Thompson,DEN,16,1,2,0,1,0,0,0,CIN,0.2,1,2014
96,Ka'Deem Carey,CHI,16,0,0,0,0,0,0,0,DET,0.0,0,2014
97,Kerwynn Williams,ARI,16,2,4,0,0,0,0,0,SEA,0.4,1,2014
98,Khiry Robinson,NO,16,2,7,0,1,1,5,0,ATL,1.2,1,2014
99,Knile Davis,KC,16,2,2,0,1,1,9,0,PIT,1.1,1,2014
100,Knowshon Moreno,MIA,16,0,0,0,0,0,0,0,MIN,0.0,0,2014
101,Kyle Juszczyk,BAL,16,0,0,0,0,0,0,0,HOU,0.0,0,2014
102,Lamar Miller,MIA,16,19,92,1,7,5,58,0,MIN,21.0,1,2014
103,LaMichael James,SF,16,1,5,0,0,0,0,0,SD,0.5,1,2014
104,Lance Dunbar,DAL,16,2,4,0,2,2,10,0,IND,1.4,1,2014
105,Latavius Murray,OAK,16,23,86,0,4,3,22,0,BUF,10.8,1,2014
106,Le'Veon Bell,PIT,16,20,63,1,2,1,9,0,KC,13.2,1,2014
107,LeGarrette Blount,PIT,16,0,0,0,0,0,0,0,KC,0.0,0,2014
108,Leon Washington,TEN,16,4,11,0,7,7,62,1,JAC,13.3,1,2014
109,LeSean McCoy,PHI,16,22,88,1,4,3,28,0,WAS,17.6,1,2014
110,Lorenzo Taliaferro,BAL,16,0,0,0,0,0,0,0,HOU,0.0,0,2014
111,Marcel Reece,OAK,16,0,0,0,3,2,20,0,BUF,2.0,1,2014
112,Marion Grice,ARI,16,1,6,0,4,1,3,0,SEA,0.9,1,2014
113,Mark Ingram,NO,16,13,38,1,3,3,17,0,ATL,11.5,1,2014
114,Marshawn Lynch,SEA,16,10,113,2,0,0,0,0,ARI,23.3,1,2014
115,Matt Asiata,MIN,16,16,58,2,4,3,19,0,MIA,19.7,1,2014
116,Matt Forte,CHI,16,19,55,0,6,6,40,1,DET,15.5,1,2014
117,Maurice Jones-Drew,OAK,16,0,0,0,0,0,0,0,BUF,0.0,0,2014
118,Michael Cox,NYG,16,0,0,0,0,0,0,0,STL,0.0,0,2014
119,Mike James,TB,16,0,0,0,0,0,0,0,GB,0.0,0,2014
120,Mike Tolbert,CAR,16,7,19,0,1,0,0,0,CLE,1.9,1,2014
121,Montee Ball,DEN,16,0,0,0,0,0,0,0,CIN,0.0,0,2014
122,Orleans Darkwa,MIA,16,4,21,1,2,2,17,0,MIN,9.8,1,2014
123,Patrick DiMarco,ATL,16,0,0,0,1,1,3,0,NO,0.3,1,2014
124,Peyton Hillis,NYG,16,0,0,0,0,0,0,0,STL,0.0,0,2014
125,Pierre Thomas,NO,16,0,0,0,3,2,24,0,ATL,2.4,1,2014
126,Rashad Jennings,NYG,16,0,0,0,0,0,0,0,STL,0.0,0,2014
127,Ray Agnew,CLE,16,0,0,0,0,0,0,0,CAR,0.0,0,2014
128,Reggie Bush,DET,16,7,54,1,7,6,44,0,CHI,15.8,1,2014
129,Rex Burkhead,CIN,16,0,0,0,0,0,0,0,DEN,0.0,0,2014
130,Robert Hughes,ARI,16,1,0,0,0,0,0,0,SEA,0.0,1,2014
131,Robert Turbin,SEA,16,10,38,0,0,0,0,0,ARI,3.8,1,2014
132,Ronnie Brown,HOU,16,7,33,0,3,1,9,0,BAL,4.2,1,2014
133,Ronnie Hillman,DEN,16,0,0,0,0,0,0,0,CIN,0.0,0,2014
134,Roy Helu,WAS,16,0,0,0,0,0,0,0,PHI,0.0,0,2014
135,Ryan Mathews,SD,16,0,0,0,0,0,0,0,SF,0.0,0,2014
136,Senorise Perry,CHI,16,0,0,0,0,0,0,0,DET,0.0,0,2014
137,Shane Vereen,NE,16,6,38,0,2,1,12,0,NYJ,5.0,1,2014
138,Shaun Draughn,SD,16,0,0,0,0,0,0,0,SF,0.0,0,2014
139,Shonn Greene,TEN,16,7,28,0,0,0,0,0,JAC,2.8,1,2014
140,Silas Redd,WAS,16,1,4,0,0,0,0,0,PHI,0.4,1,2014
141,Stepfan Taylor,ARI,16,11,19,0,3,2,25,0,SEA,4.4,1,2014
142,Stevan Ridley,NE,16,0,0,0,0,0,0,0,NYJ,0.0,0,2014
143,Steven Jackson,ATL,16,4,9,0,1,1,14,0,NO,2.3,1,2014
144,Storm Johnson,JAC,16,3,3,0,0,0,0,0,TEN,0.3,1,2014
145,Tauren Poole,CAR,16,0,0,0,0,0,0,0,CLE,0.0,0,2014
146,Terrance West,CLE,16,0,0,0,0,0,0,0,CAR,0.0,0,2014
147,Theo Riddick,DET,16,0,0,0,3,2,10,0,CHI,1.0,1,2014
148,Toby Gerhart,JAC,16,12,53,1,2,1,7,0,TEN,12.0,1,2014
149,Tommy Bohanon,NYJ,16,0,0,0,0,0,0,0,NE,0.0,0,2014
150,Travaris Cadet,NO,16,0,0,0,0,0,0,0,ATL,0.0,0,2014
151,Tre Mason,STL,16,13,76,1,1,1,7,0,NYG,14.3,1,2014
152,Trent Richardson,IND,16,2,1,0,2,2,8,0,DAL,0.9,1,2014
153,Tyler Clutts,DAL,16,0,0,0,0,0,0,0,IND,0.0,0,2014
154,Will Johnson,PIT,16,0,0,0,0,0,0,0,KC,0.0,0,2014
155,Will Ta'ufo'ou,JAC,16,0,0,0,0,0,0,0,TEN,0.0,0,2014
156,Will Tukuafu,SEA,16,0,0,0,0,0,0,0,ARI,0.0,0,2014
157,Zac Stacy,STL,16,2,6,0,0,0,0,0,NYG,0.6,1,2014
158,Zurlon Tipton,IND,16,1,-3,0,4,4,23,1,DAL,8.0,1,2014
0,Adrian Peterson,MIN,17,0,0,0,0,0,0,0,CHI,0.0,0,2014
1,Ahmad Bradshaw,IND,17,0,0,0,0,0,0,0,TEN,0.0,0,2014
2,Alfonso Smith,SF,17,1,-1,0,2,1,2,0,ARI,0.1,1,2014
3,Alfred Blue,HOU,17,17,39,1,6,6,37,0,JAC,13.6,1,2014
4,Alfred Morris,WAS,17,12,43,0,3,2,19,0,DAL,6.2,1,2014
5,Andre Ellington,ARI,17,0,0,0,0,0,0,0,SF,0.0,0,2014
6,Andre Williams,NYG,17,15,43,1,3,3,19,0,PHI,12.2,1,2014
7,Anthony Dixon,BUF,17,7,27,1,1,1,8,0,NE,9.5,1,2014
8,Anthony Sherman,KC,17,0,0,0,0,0,0,0,SD,0.0,0,2014
9,Antone Smith,ATL,17,0,0,0,0,0,0,0,CAR,0.0,0,2014
10,Antonio Andrews,TEN,17,0,0,0,2,2,11,0,IND,1.1,1,2014
11,Arian Foster,HOU,17,5,23,0,1,1,10,1,JAC,9.3,1,2014
12,Austin Johnson,NO,17,0,0,0,0,0,0,0,TB,0.0,0,2014
13,Ben Tate,CLE,17,0,0,0,0,0,0,0,BAL,0.0,0,2014
14,Benny Cunningham,STL,17,4,10,0,7,7,57,0,SEA,6.7,1,2014
15,Bernard Pierce,BAL,17,6,8,0,0,0,0,0,CLE,0.8,1,2014
16,Bilal Powell,NYJ,17,1,0,0,0,0,0,0,MIA,0.0,1,2014
17,Bishop Sankey,TEN,17,4,18,0,1,0,0,0,IND,1.8,1,2014
18,Bobby Rainey,TB,17,0,0,0,0,0,0,0,NO,0.0,0,2014
19,Branden Oliver,SD,17,14,71,1,2,2,4,0,KC,13.5,1,2014
20,Brandon Bolden,NE,17,5,15,0,2,0,0,0,BUF,1.5,1,2014
21,Brian Leonard,NO,17,0,0,0,0,0,0,0,TB,0.0,0,2014
22,Bruce Miller,SF,17,0,0,0,5,3,17,1,ARI,7.7,1,2014
23,Bryce Brown,BUF,17,0,0,0,0,0,0,0,NE,0.0,0,2014
24,C.J. Anderson,DEN,17,13,87,3,3,2,20,0,OAK,28.7,1,2014
25,C.J. Spiller,BUF,17,5,17,0,2,1,2,0,NE,1.9,1,2014
26,Carlos Hyde,SF,17,0,0,0,0,0,0,0,ARI,0.0,0,2014
27,Cedric Peerman,CIN,17,0,0,0,0,0,0,0,PIT,0.0,0,2014
28,Charcandrick West,KC,17,0,0,0,0,0,0,0,SD,0.0,0,2014
29,Charles Sims,TB,17,18,69,1,2,1,6,0,NO,13.5,1,2014
30,Chris Ivory,NYJ,17,13,29,0,1,1,8,1,MIA,9.7,1,2014
31,Chris Johnson,NYJ,17,10,20,0,2,1,-3,0,MIA,1.7,1,2014
32,Chris Ogbonnaya,CAR,17,0,0,0,0,0,0,0,ATL,0.0,0,2014
33,Chris Polk,PHI,17,7,38,1,1,0,0,0,NYG,9.8,1,2014
34,Chris Thompson,WAS,17,0,0,0,0,0,0,0,DAL,0.0,0,2014
35,Christine Michael,SEA,17,1,2,0,0,0,0,0,STL,0.2,1,2014
36,Cyrus Gray,KC,17,0,0,0,0,0,0,0,SD,0.0,0,2014
37,Damien Williams,MIA,17,0,0,0,2,2,22,0,NYJ,2.2,1,2014
38,Dan Herron,IND,17,10,35,0,3,3,31,0,TEN,6.6,1,2014
39,Daniel Thomas,MIA,17,1,1,1,2,1,1,0,NYJ,6.2,1,2014
40,Danny Woodhead,SD,17,0,0,0,0,0,0,0,KC,0.0,0,2014
41,Darrel Young,WAS,17,0,0,0,1,1,9,0,DAL,0.9,1,2014
42,Darren McFadden,OAK,17,4,13,0,4,2,6,0,DEN,1.9,1,2014
43,Darren Sproles,PHI,17,1,5,0,6,3,23,0,NYG,2.8,1,2014
44,Darrin Reaves,CAR,17,0,0,0,0,0,0,0,ATL,0.0,0,2014
45,DeAngelo Williams,CAR,17,0,0,0,0,0,0,0,ATL,0.0,0,2014
46,DeMarco Murray,DAL,17,20,100,1,3,3,21,0,WAS,18.1,1,2014
47,Denard Robinson,JAC,17,0,0,0,0,0,0,0,HOU,0.0,0,2014
48,Derrick Coleman,SEA,17,0,0,0,0,0,0,0,STL,0.0,0,2014
49,Devonta Freeman,ATL,17,6,13,0,3,2,3,0,CAR,1.6,1,2014
50,Dexter McCluster,TEN,17,0,0,0,0,0,0,0,IND,0.0,0,2014
51,Donald Brown,SD,17,10,39,0,1,1,8,0,KC,4.7,1,2014
52,Doug Martin,TB,17,19,108,0,0,0,0,0,NO,10.8,1,2014
53,Dri Archer,PIT,17,1,-1,0,2,2,19,0,CIN,1.8,1,2014
54,DuJuan Harris,GB,17,0,0,0,0,0,0,0,DET,0.0,0,2014
55,Eddie Lacy,GB,17,26,100,0,4,3,26,0,DET,12.6,1,2014
56,Edwin Baker,NO,17,0,0,0,0,0,0,0,TB,0.0,0,2014
57,Erik Lorig,NO,17,0,0,0,0,0,0,0,TB,0.0,0,2014
58,Fitzgerald Toussaint,BAL,17,2,1,0,1,1,7,0,CLE,0.8,1,2014
59,Fozzy Whittaker,CAR,17,7,41,0,0,0,0,0,ATL,4.1,1,2014
60,Frank Gore,SF,17,25,144,0,3,2,5,0,ARI,14.9,1,2014
61,Frank Summers,BUF,17,0,0,0,0,0,0,0,NE,0.0,0,2014
62,Fred Jackson,BUF,17,18,58,0,3,1,4,0,NE,6.2,1,2014
63,George Winn,DET,17,0,0,0,0,0,0,0,GB,0.0,0,2014
64,Giovani Bernard,CIN,17,3,8,0,8,7,56,1,PIT,12.4,1,2014
65,Henry Hynoski,NYG,17,0,0,0,0,0,0,0,PHI,0.0,0,2014
66,Isaiah Crowell,CLE,17,4,6,0,1,1,16,0,BAL,2.2,1,2014
67,Jackie Battle,TEN,17,1,0,0,0,0,0,0,IND,0.0,1,2014
68,Jacquizz Rodgers,ATL,17,9,44,0,7,3,19,0,CAR,6.3,1,2014
69,Jalen Parmele,ARI,17,0,0,0,0,0,0,0,SF,0.0,0,2014
70,Jamaal Charles,KC,17,13,54,0,3,2,8,0,SD,6.2,1,2014
71,James Develin,NE,17,0,0,0,0,0,0,0,BUF,0.0,0,2014
72,James Starks,GB,17,5,26,0,0,0,0,0,DET,2.6,1,2014
73,James White,NE,17,0,0,0,2,2,8,0,BUF,0.8,1,2014
74,Jamize Olawale,OAK,17,0,0,0,1,1,1,1,DEN,6.1,1,2014
75,Jay Prosch,HOU,17,0,0,0,0,0,0,0,JAC,0.0,0,2014
76,Jed Collins,DET,17,1,3,0,1,1,6,0,GB,0.9,1,2014
77,Jeremy Hill,CIN,17,23,100,0,3,2,10,0,PIT,11.0,1,2014
78,Jeremy Stewart,DEN,17,4,5,0,0,0,0,0,OAK,0.5,1,2014
79,Jerick McKinnon,MIN,17,0,0,0,0,0,0,0,CHI,0.0,0,2014
80,Jerome Felton,MIN,17,1,3,0,0,0,0,0,CHI,0.3,1,2014
81,Joe Banyard,MIN,17,6,20,0,2,1,11,0,CHI,3.1,1,2014
82,Joe McKnight,KC,17,0,0,0,0,0,0,0,SD,0.0,0,2014
83,John Conner,NYG,17,2,3,0,0,0,0,0,PHI,0.3,1,2014
84,John Kuhn,GB,17,3,6,0,0,0,0,0,DET,0.6,1,2014
85,Joique Bell,DET,17,13,60,0,0,0,0,0,GB,6.0,1,2014
86,Jonas Gray,NE,17,0,0,0,0,0,0,0,BUF,0.0,0,2014
87,Jonathan Dwyer,ARI,17,0,0,0,0,0,0,0,SF,0.0,0,2014
88,Jonathan Grimes,HOU,17,11,45,0,3,2,23,0,JAC,6.8,1,2014
89,Jonathan Stewart,CAR,17,13,49,0,2,2,20,0,ATL,6.9,1,2014
90,Jordan Todman,JAC,17,7,52,0,6,5,46,1,HOU,15.8,1,2014
91,Jorvorskie Lane,TB,17,0,0,0,0,0,0,0,NO,0.0,0,2014
92,Joseph Randle,DAL,17,4,69,1,2,1,3,0,WAS,13.2,1,2014
93,Josh Harris,PIT,17,5,7,0,0,0,0,0,CIN,0.7,1,2014
94,Justin Forsett,BAL,17,17,119,0,4,2,17,0,CLE,13.6,1,2014
95,Juwan Thompson,DEN,17,0,0,0,0,0,0,0,OAK,0.0,0,2014
96,Ka'Deem Carey,CHI,17,0,0,0,0,0,0,0,MIN,0.0,0,2014
97,Kerwynn Williams,ARI,17,17,67,0,1,0,0,0,SF,6.7,1,2014
98,Khiry Robinson,NO,17,7,15,1,2,2,22,0,TB,9.7,1,2014
99,Knile Davis,KC,17,9,23,0,0,0,0,0,SD,2.3,1,2014
100,Knowshon Moreno,MIA,17,0,0,0,0,0,0,0,NYJ,0.0,0,2014
101,Kyle Juszczyk,BAL,17,0,0,0,0,0,0,0,CLE,0.0,0,2014
102,Lamar Miller,MIA,17,19,178,1,2,0,0,0,NYJ,23.8,1,2014
103,LaMichael James,SF,17,0,0,0,0,0,0,0,ARI,0.0,0,2014
104,Lance Dunbar,DAL,17,1,4,0,0,0,0,0,WAS,0.4,1,2014
105,Latavius Murray,OAK,17,10,37,0,4,4,60,0,DEN,9.7,1,2014
106,Le'Veon Bell,PIT,17,8,20,0,6,6,80,0,CIN,10.0,1,2014
107,LeGarrette Blount,PIT,17,10,62,0,0,0,0,0,CIN,6.2,1,2014
108,Leon Washington,TEN,17,2,2,0,2,0,0,0,IND,0.2,1,2014
109,LeSean McCoy,PHI,17,17,99,0,1,1,15,0,NYG,11.4,1,2014
110,Lorenzo Taliaferro,BAL,17,0,0,0,0,0,0,0,CLE,0.0,0,2014
111,Marcel Reece,OAK,17,1,11,0,5,3,30,0,DEN,4.1,1,2014
112,Marion Grice,ARI,17,0,0,0,3,3,2,0,SF,0.2,1,2014
113,Mark Ingram,NO,17,14,57,1,3,2,4,0,TB,12.1,1,2014
114,Marshawn Lynch,SEA,17,14,60,1,3,3,36,0,STL,15.6,1,2014
115,Matt Asiata,MIN,17,19,91,0,4,2,17,0,CHI,10.8,1,2014
116,Matt Forte,CHI,17,17,51,0,12,8,23,0,MIN,7.4,1,2014
117,Maurice Jones-Drew,OAK,17,0,0,0,0,0,0,0,DEN,0.0,0,2014
118,Michael Cox,NYG,17,0,0,0,0,0,0,0,PHI,0.0,0,2014
119,Mike James,TB,17,0,0,0,0,0,0,0,NO,0.0,0,2014
120,Mike Tolbert,CAR,17,7,12,0,0,0,0,0,ATL,1.2,1,2014
121,Montee Ball,DEN,17,0,0,0,0,0,0,0,OAK,0.0,0,2014
122,Orleans Darkwa,MIA,17,0,0,0,0,0,0,0,NYJ,0.0,0,2014
123,Patrick DiMarco,ATL,17,0,0,0,1,0,0,0,CAR,0.0,1,2014
124,Peyton Hillis,NYG,17,0,0,0,0,0,0,0,PHI,0.0,0,2014
125,Pierre Thomas,NO,17,0,0,0,0,0,0,0,TB,0.0,0,2014
126,Rashad Jennings,NYG,17,10,33,0,5,3,21,0,PHI,5.4,1,2014
127,Ray Agnew,CLE,17,0,0,0,0,0,0,0,BAL,0.0,0,2014
128,Reggie Bush,DET,17,5,19,0,6,3,22,0,GB,4.1,1,2014
129,Rex Burkhead,CIN,17,0,0,0,0,0,0,0,PIT,0.0,0,2014
130,Robert Hughes,ARI,17,1,5,0,2,1,10,0,SF,1.5,1,2014
131,Robert Turbin,SEA,17,11,53,0,1,1,13,0,STL,6.6,1,2014
132,Ronnie Brown,HOU,17,0,0,0,0,0,0,0,JAC,0.0,0,2014
133,Ronnie Hillman,DEN,17,15,56,0,2,1,2,0,OAK,5.8,1,2014
134,Roy Helu,WAS,17,6,42,0,5,4,41,0,DAL,8.3,1,2014
135,Ryan Mathews,SD,17,0,0,0,0,0,0,0,KC,0.0,0,2014
136,Senorise Perry,CHI,17,0,0,0,0,0,0,0,MIN,0.0,0,2014
137,Shane Vereen,NE,17,2,1,0,4,3,14,0,BUF,1.5,1,2014
138,Shaun Draughn,SD,17,0,0,0,0,0,0,0,KC,0.0,0,2014
139,Shonn Greene,TEN,17,11,94,0,0,0,0,0,IND,9.4,1,2014
140,Silas Redd,WAS,17,0,0,0,0,0,0,0,DAL,0.0,0,2014
141,Stepfan Taylor,ARI,17,7,26,0,1,0,0,0,SF,2.6,1,2014
142,Stevan Ridley,NE,17,0,0,0,0,0,0,0,BUF,0.0,0,2014
143,Steven Jackson,ATL,17,0,0,0,0,0,0,0,CAR,0.0,0,2014
144,Storm Johnson,JAC,17,0,0,0,0,0,0,0,HOU,0.0,0,2014
145,Tauren Poole,CAR,17,0,0,0,0,0,0,0,ATL,0.0,0,2014
146,Terrance West,CLE,17,18,94,1,3,2,12,0,BAL,16.6,1,2014
147,Theo Riddick,DET,17,0,0,0,7,5,34,1,GB,9.4,1,2014
148,Toby Gerhart,JAC,17,4,8,0,0,0,0,0,HOU,0.8,1,2014
149,Tommy Bohanon,NYJ,17,0,0,0,0,0,0,0,MIA,0.0,0,2014
150,Travaris Cadet,NO,17,0,0,0,4,2,9,0,TB,0.9,1,2014
151,Tre Mason,STL,17,11,28,0,4,3,29,0,SEA,5.7,1,2014
152,Trent Richardson,IND,17,6,11,0,1,1,9,0,TEN,2.0,1,2014
153,Tyler Clutts,DAL,17,0,0,0,0,0,0,0,WAS,0.0,0,2014
154,Will Johnson,PIT,17,0,0,0,1,1,11,0,CIN,1.1,1,2014
155,Will Ta'ufo'ou,JAC,17,0,0,0,0,0,0,0,HOU,0.0,0,2014
156,Will Tukuafu,SEA,17,1,2,0,0,0,0,0,STL,0.2,1,2014
157,Zac Stacy,STL,17,2,3,0,3,3,17,0,SEA,2.0,1,2014
158,Zurlon Tipton,IND,17,9,21,0,2,2,45,0,TEN,6.6,1,2014
0,Aaron Ripkowski,GB,1,0,0,0,0,0,0,0,CHI,0.0,0,2015
1,Adrian Peterson,MIN,1,10,31,0,3,3,21,0,SF,5.2,1,2015
2,Ahmad Bradshaw,IND,1,0,0,0,0,0,0,0,BUF,0.0,0,2015
3,Akeem Hunt,HOU,1,0,0,0,0,0,0,0,KC,0.0,0,2015
4,Alfred Blue,HOU,1,9,42,0,2,1,7,0,KC,4.9,1,2015
5,Alfred Morris,WAS,1,25,121,0,0,0,0,0,MIA,12.1,1,2015
6,Alonzo Harris,GB,1,0,0,0,0,0,0,0,CHI,0.0,0,2015
7,Ameer Abdullah,DET,1,7,50,1,4,4,44,0,SD,15.4,1,2015
8,Andre Ellington,ARI,1,12,69,1,3,1,7,0,NO,13.6,1,2015
9,Andre Williams,NYG,1,6,14,0,0,0,0,0,DAL,1.4,1,2015
10,Anthony Dixon,BUF,1,3,1,1,0,0,0,0,IND,6.1,1,2015
11,Anthony Sherman,KC,1,0,0,0,1,1,0,0,HOU,0.0,1,2015
12,Antone Smith,CHI,1,0,0,0,0,0,0,0,GB,0.0,0,2015
13,Antonio Andrews,TEN,1,0,0,0,0,0,0,0,TB,0.0,0,2015
14,Arian Foster,HOU,1,0,0,0,0,0,0,0,KC,0.0,0,2015
15,Austin Johnson,NO,1,1,4,0,0,2,5,0,ARI,0.9,1,2015
16,Benny Cunningham,STL,1,16,45,0,7,4,77,0,SEA,12.2,1,2015
17,Bernard Pierce,JAC,1,0,0,0,2,1,4,0,CAR,0.4,1,2015
18,Bilal Powell,NYJ,1,12,62,0,4,2,16,0,CLE,7.8,1,2015
19,Bishop Sankey,TEN,1,12,74,1,4,2,12,1,TB,20.6,1,2015
20,Bobby Rainey,TB,1,3,10,0,1,1,4,0,TEN,1.4,1,2015
21,Branden Oliver,SD,1,2,4,0,1,1,17,0,DET,2.1,1,2015
22,Brandon Bolden,NE,1,5,1,0,2,1,12,0,PIT,1.3,1,2015
23,Bruce Miller,SF,1,0,0,0,0,0,0,0,MIN,0.0,0,2015
24,Bryce Brown,SEA,1,0,0,0,0,0,0,0,STL,0.0,0,2015
25,C.J. Anderson,DEN,1,12,29,0,8,4,19,0,BAL,4.8,1,2015
26,C.J. Spiller,NO,1,0,0,0,0,0,0,0,ARI,0.0,0,2015
27,Cameron Artis-Payne,CAR,1,0,0,0,0,0,0,0,JAC,0.0,0,2015
28,Carlos Hyde,SF,1,26,168,2,2,2,14,0,MIN,30.2,1,2015
29,Charcandrick West,KC,1,0,0,0,0,0,0,0,HOU,0.0,0,2015
30,Charles Sims,TB,1,5,12,0,5,2,23,0,TEN,3.5,1,2015
31,Chris Ivory,NYJ,1,20,91,2,1,1,9,0,CLE,22.0,1,2015
32,Chris Johnson,ARI,1,10,37,0,0,0,0,0,NO,3.7,1,2015
33,Chris Polk,HOU,1,5,22,0,1,1,9,0,KC,3.1,1,2015
34,Chris Thompson,WAS,1,3,11,0,0,0,0,0,MIA,1.1,1,2015
35,Christine Michael,DAL,1,0,0,0,0,0,0,0,NYG,0.0,0,2015
36,Cierre Wood,BUF,1,0,0,0,0,0,0,0,IND,0.0,0,2015
37,Corey Grant,JAC,1,0,0,0,1,1,5,0,CAR,0.5,1,2015
38,Damien Williams,MIA,1,1,0,0,1,1,3,0,WAS,0.3,1,2015
39,Dan Herron,BUF,1,0,0,0,0,0,0,0,IND,0.0,0,2015
40,Danny Woodhead,SD,1,12,42,2,7,4,20,0,DET,18.2,1,2015
